0,0,0,0,0,0,337920,32,47,0,0,0,0,1,0,1
0,0,0,0,0,0,337920,32,47,0,0,0,0,1,0,1
0,0,0,0,0,0,337920,32,47,0,0,0,0,1,0,1
0,0,0,0,0,0,337920,32,6,0,0,0,0,1,0,1
0,0,0,0,0,0,337920,32,36,0,0,0,0,1,0,1
0,0,0,0,4,2,280000,25,478,19,1,2,1,0,0,0
0,0,0,0,4,2,280000,25,478,26,1,2,1,0,0,0
0,0,0,0,4,2,280000,25,478,27,1,2,1,0,0,0
0,0,0,0,4,2,280000,25,478,28,1,2,1,0,0,0
0,0,0,0,4,2,280000,25,478,28,1,2,1,0,0,0
0,0,0,0,0,0,358400,32,363,4,1,2,1,1,0,0
0,0,0,0,0,0,358400,32,365,4,1,2,1,1,0,0
0,0,0,0,0,0,358400,32,364,3,1,2,1,1,0,0
0,0,0,0,0,0,358400,32,363,4,1,2,1,1,0,0
0,0,0,0,0,0,358400,32,362,2,1,2,1,1,0,0
0,0,0,0,8,2,287496,33,66,0,0,0,1,1,0,1
0,0,0,0,8,2,287496,33,78,0,0,0,1,1,0,1
0,0,0,0,7,2,287496,33,77,0,0,0,1,1,0,1
0,0,0,0,10,2,287496,33,74,0,0,0,1,1,0,1
0,0,0,0,10,2,287496,33,76,0,0,0,1,1,0,1
0,0,0,0,0,0,75000,50,22,3,0,0,1,0,0,1
0,0,0,0,0,0,292500,50,91,3,0,0,1,0,0,1
0,0,0,0,0,0,325000,50,79,7,0,0,1,0,0,1
0,0,0,0,0,0,357500,50,84,37,0,0,1,0,0,1
0,0,0,0,0,0,157500,50,44,9,0,0,1,0,0,1
0,0,0,0,0,0,304200,30,571,0,1,1,1,1,0,1
1,0,1,0,0,0,304200,30,568,0,1,1,1,1,0,1
1,0,1,0,0,0,304200,30,587,0,1,1,1,1,0,1
1,0,1,0,0,0,304200,30,571,0,1,1,1,1,0,1
1,0,1,0,0,0,304200,30,528,0,1,1,1,1,0,1
0,0,0,0,0,0,339768,33,134,14,0,0,1,0,0,0
0,0,0,0,0,0,375530,47,53,39,0,0,1,0,0,0
